topic	study
CD006103	30452732
CD006103	30452951
CD006103	30462985
CD006103	30464795
CD006103	30467293
CD006103	30469507
CD006103	30470456
CD006103	30472464
CD006103	30472574
CD006103	30473210
CD006103	3047368
CD006103	30483782
CD006103	30483833
CD006103	30486874
CD006103	30489181
CD006103	30496781
CD006103	30497382
CD006103	30501536
CD006103	30507412
CD006103	30522631
CD006103	30522992
CD006103	30524509
CD006103	30526213
CD006103	30529105
CD006103	30529197
CD006103	30530117
CD006103	30535904
CD006103	30543811
CD006103	30543982
CD006103	30550794
CD006103	30551685
CD006103	30552041
CD006103	30553545
CD006103	30554563
CD006103	30561257
CD006103	30569324
CD006103	30569498
CD006103	30573023
CD006103	30575566
CD006103	30576839
CD006103	30584905
CD006103	30585907
CD006103	30594048
CD006103	30600358
CD006103	30600444
CD006103	30604121
CD006103	30605063
CD006103	30605750
CD006103	30611697
CD006103	30612522
CD006103	30614586
CD006103	30618864
CD006103	30626706
CD006103	30627706
CD006103	30630703
CD006103	30633362
CD006103	30635051
CD006103	30644335
CD006103	30647447
CD006103	30650314
CD006103	30651377
CD006103	30657674
CD006103	30657926
CD006103	30664352
CD006103	30666002
CD006103	30675824
CD006103	30681854
CD006103	30690475
CD006103	30690485
CD006103	30692022
CD006103	30698102
CD006103	30703663
CD006103	30706753
CD006103	30707857
CD006103	30710570
CD006103	30711062
CD006103	30712397
CD006103	30713124
CD006103	30718376
CD006103	30719986
CD006103	30721274
CD006103	30721530
CD006103	30729450
CD006103	30738085
CD006103	30740869
CD006103	30758525
CD006103	30770605
CD006103	30772268
CD006103	30777848
CD006103	30779928
CD006103	30794848
CD006103	30794849
CD006103	30797046
CD006103	30810545
CD006103	30823399
CD006103	30829275
CD006103	30831339
CD006103	30833077
CD006103	30851137
CD006103	30865232
CD006103	30866543
CD006103	30867261
CD006103	30868192
CD006103	30872534
CD006103	30872554
CD006103	30874860
CD006103	30877540
CD006103	30878767
CD006103	30881320
CD006103	30882151
CD006103	30885113
CD006103	30891952
CD006103	30898676
CD006103	30912145
CD006103	30920339
CD006103	30924195
CD006103	30925501
CD006103	30930440
CD006103	30931840
CD006103	30934054
CD006103	30944209
CD006103	30946884
CD006103	30947238
CD006103	30954637
CD006103	30958557
CD006103	30958956
CD006103	30959127
CD006103	30963380
CD006103	30963443
CD006103	30969011
CD006103	30973369
CD006103	30978411
CD006103	30978583
CD006103	30980165
CD006103	30981033
CD006103	30984342
CD006103	30984817
CD006103	30986171
CD006103	30987002
CD006103	30996449
CD006103	30997928
CD006103	31008764
CD006103	31009234
CD006103	31009632
CD006103	31012453
CD006103	31019507
CD006103	31028742
CD006103	31035425
CD006103	31047982
CD006103	31047996
CD006103	31049922
CD006103	31051225
CD006103	31062355
CD006103	31066987
CD006103	31069423
CD006103	31069424
CD006103	31070425
CD006103	31081950
CD006103	31084638
CD006103	31095418
CD006103	31096265
CD006103	31099135
CD006103	31106486
CD006103	31106492
CD006103	31107292
CD006103	31117151
CD006103	31119189
CD006103	31120265
CD006103	31121239
CD006103	31125405
CD006103	31125988
CD006103	31129809
CD006103	31131038
CD006103	31132808
CD006103	31135706
CD006103	31137661
CD006103	31140310
CD006103	31140663
CD006103	31140749
CD006103	31144293
CD006103	31153585
CD006103	31153804
CD006103	31156627
CD006103	31157674
CD006103	31166007
CD006103	31170309
CD006103	31171770
CD006103	31172810
CD006103	31172811
CD006103	31173443
CD006103	31175182
CD006103	31176021
CD006103	31181318
CD006103	31190140
CD006103	31194549
CD006103	31202599
CD006103	31207450
CD006103	31208140
CD006103	31212017
CD006103	3121511
CD006103	31215388
CD006103	31220484
CD006103	31220988
CD006103	31221484
CD006103	31221718
CD006103	31227712
CD006103	31228282
CD006103	31228592
CD006103	31235270
CD006103	31239219
CD006103	31240842
CD006103	31244109
CD006103	31245740
CD006103	31250215
CD006103	31251764
CD006103	31252274
CD006103	31255696
CD006103	31260652
CD006103	31261447
CD006103	31267165
CD006103	31268507
CD006103	31269807
CD006103	31271958
CD006103	31273700
CD006103	31276191
CD006103	31276409
CD006103	31276434
CD006103	31277924
CD006103	3127852
CD006103	31279697
CD006103	31280592
CD006103	31283908
CD006103	31286348
CD006103	31289809
CD006103	31293045
CD006103	31298524
CD006103	31299179
CD006103	31299229
CD006103	31299270
CD006103	31299587
CD006103	31302720
CD006103	31305091
CD006103	31306644
CD006103	31306865
CD006103	31311925
CD006103	31315205
CD006103	31321423
CD006103	31325431
CD006103	31328345
CD006103	31330850
CD006103	31344816
CD006103	31361999
CD006103	31369741
CD006103	31373494
CD006103	31373511
CD006103	31375922
CD006103	31377475
CD006103	31379531
CD006103	31387842
CD006103	31394567
CD006103	31402421
CD006103	31403667
CD006103	31411453
CD006103	31417268
CD006103	31418449
CD006103	31421585
CD006103	31425618
CD006103	31429015
CD006103	31437434
CD006103	31439071
CD006103	31439645
CD006103	31443523
CD006103	31449276
CD006103	31454413
CD006103	3145516
CD006103	31461972
CD006103	3146761
CD006103	31470021
CD006103	31473613
CD006103	31483473
CD006103	31484760
CD006103	31487496
CD006103	31488329
CD006103	31492697
CD006103	31497508
CD006103	31505240
CD006103	31513067
CD006103	31516437
CD006103	31516455
CD006103	31518499
CD006103	31527432
CD006103	31533544
CD006103	31534724
CD006103	31534875
CD006103	31536112
CD006103	31539325
CD006103	31540355
CD006103	31553625
CD006103	31554960
CD006103	31557916
CD006103	31559591
CD006103	31560909
CD006103	31565800
CD006103	31571347
CD006103	31581362
CD006103	31582917
CD006103	31582954
CD006103	31583843
CD006103	31584962
CD006103	31586415
CD006103	31591807
CD006103	31599922
CD006103	31606410
CD006103	31608521
CD006103	31611477
CD006103	31613395
CD006103	31613417
CD006103	31614362
CD006103	31615702
CD006103	31622651
CD006103	31624080
CD006103	31625312
CD006103	31633021
CD006103	31636483
CD006103	31636526
CD006103	31647170
CD006103	31652614
CD006103	31656070
CD006103	31658113
CD006103	31665746
CD006103	31669000
CD006103	31669972
CD006103	31671780
CD006103	31675224
CD006103	31678838
CD006103	31680913
CD006103	31684681
CD006103	31686175
CD006103	31686638
CD006103	31693759
CD006103	31697916
CD006103	31699211
CD006103	31704271
CD006103	31712219
CD006103	31713302
CD006103	31731050
CD006103	31740669
CD006103	31744841
CD006103	3174751
CD006103	31748911
CD006103	31750703
CD006103	31752015
CD006103	31755711
CD006103	31757080
CD006103	31767485
CD006103	31771811
CD006103	31783041
CD006103	31783125
CD006103	31784428
CD006103	31785588
CD006103	31789141
CD006103	31790286
CD006103	31792645
CD006103	31793135
CD006103	31794270
CD006103	31795126
CD006103	31800488
CD006103	31801108
CD006103	31821553
CD006103	31822337
CD006103	31823156
CD006103	31830555
CD006103	31835083
CD006103	31835256
CD006103	31839615
CD006103	31841390
CD006103	31850603
CD006103	31852250
CD006103	31862899
CD006103	31865424
CD006103	31872734
CD006103	31874200
CD006103	31877243
CD006103	31877728
CD006103	31884528
CD006103	31887288
CD006103	31888219
CD006103	31898891
CD006103	31899479
CD006103	31905173
CD006103	31911104
CD006103	31911198
CD006103	31917097
CD006103	31926201
CD006103	31932634
CD006103	31945395
CD006103	31950323
CD006103	31955560
CD006103	31959212
CD006103	31963558
CD006103	31967330
CD006103	31972234
CD006103	31983703
CD006103	31984591
CD006103	31986036
CD006103	31987807
CD006103	31995811
CD006103	32000438
CD006103	32007825
CD006103	32011186
CD006103	32017982
CD006103	32019533
CD006103	32026697
CD006103	32029269
CD006103	32030067
CD006103	32032866
CD006103	32036029
CD006103	32039888
CD006103	32043553
CD006103	32044331
CD006103	32050807
CD006103	32051445
CD006103	32053997
CD006103	32058178
CD006103	32059608
CD006103	32061550
CD006103	32077187
CD006103	32079557
CD006103	32092237
CD006103	32097546
CD006103	32098843
CD006103	32101438
CD006103	32107256
CD006103	32107731
CD006103	32109437
CD006103	32113032
CD006103	32116036
CD006103	32122853
CD006103	32129504
CD006103	32130342
CD006103	32133056
CD006103	32133910
CD006103	32138755
CD006103	32139205
CD006103	32140744
CD006103	32145810
CD006103	32146229
CD006103	32146343
CD006103	3214718
CD006103	32162104
CD006103	32169464
CD006103	32173266
CD006103	32176374
CD006103	32180139
CD006103	32184221
CD006103	32188833
CD006103	32189038
CD006103	32196360
CD006103	32197931
CD006103	32198105
CD006103	32199732
CD006103	32202231
CD006103	32205338
CD006103	32207091
CD006103	32209809
CD006103	32214373
CD006103	32220607
CD006103	32222469
CD006103	32224058
CD006103	32228671
CD006103	32230846
CD006103	32235388
CD006103	32242615
CD006103	32245200
CD006103	32247096
CD006103	32247100
CD006103	32256594
CD006103	32259037
CD006103	32265847
CD006103	32272633
CD006103	32272701
CD006103	32275776
CD006103	32275860
CD006103	32279146
CD006103	3229163
CD006103	32294065
CD006103	32297785
CD006103	32298703
CD006103	32303761
CD006103	32304995
CD006103	32319681
CD006103	32327029
CD006103	32329567
CD006103	32334957
CD006103	32336967
CD006103	32344790
CD006103	32349117
CD006103	32353365
CD006103	32353393
CD006103	32359665
CD006103	32360492
CD006103	3236334
CD006103	32363592
CD006103	32374925
CD006103	32377707
CD006103	32382782
CD006103	32383751
CD006103	32387915
CD006103	32396418
CD006103	32398966
CD006103	32403080
CD006103	32410598
CD006103	32413581
CD006103	32418024
CD006103	32423276
CD006103	32428148
CD006103	32428161
CD006103	32431257
CD006103	32436626
CD006103	32439454
CD006103	32444744
CD006103	32444782
CD006103	32447198
CD006103	32451955
CD006103	32454162
CD006103	32455963
CD006103	32456066
CD006103	32461131
CD006103	32467844
CD006103	32468494
CD006103	32468495
CD006103	32470789
CD006103	32470835
CD006103	32474177
CD006103	32475128
CD006103	32479813
CD006103	32483759
CD006103	32484873
CD006103	32494237
CD006103	32495132
CD006103	32495248
CD006103	32516117
CD006103	32516360
CD006103	32522157
CD006103	32522666
CD006103	32523433
CD006103	32525783
CD006103	32527005
CD006103	32538281
CD006103	32540646
CD006103	32544927
CD006103	32552695
CD006103	32554317
CD006103	32557436
CD006103	32559135
CD006103	32564555
CD006103	32565139
CD006103	32568759
CD006103	32578165
CD006103	32579977
CD006103	32585495
CD006103	32592834
CD006103	32593612
CD006103	32594187
CD006103	32595653
CD006103	32597184
CD006103	32600307
CD006103	32600316
CD006103	32600406
CD006103	32601131
CD006103	32603888
CD006103	32607628
CD006103	32611810
CD006103	32618492
CD006103	32619674
CD006103	32621912
CD006103	32628361
CD006103	32630020
CD006103	32630476
CD006103	32631008
CD006103	32640505
CD006103	32643078
CD006103	32645334
CD006103	32649832
CD006103	32651872
CD006103	32653465
CD006103	32654256
CD006103	32663106
CD006103	32671255
CD006103	32676916
CD006103	32678937
CD006103	32684065
CD006103	32690626
CD006103	32691528
CD006103	32701900
CD006103	32702403
CD006103	32702841
CD006103	32707263
CD006103	32710886
CD006103	3271120
CD006103	32716968
CD006103	32720486
CD006103	32734606
CD006103	32735983
CD006103	32738308
CD006103	32738868
CD006103	32741420
CD006103	32747456
CD006103	32748205
CD006103	32758566
CD006103	32767216
CD006103	32770246
CD006103	32776158
CD006103	32776643
CD006103	32784183
CD006103	32788161
CD006103	32789697
CD006103	32789970
CD006103	32790170
CD006103	32795172
CD006103	32797381
CD006103	32800198
CD006103	32800202
CD006103	32806654
CD006103	32810771
CD006103	32815115
CD006103	32817066
CD006103	32827516
CD006103	32828166
CD006103	32840165
CD006103	32849367
CD006103	32851581
CD006103	32857445
CD006103	32860182
CD006103	32860618
CD006103	32872484
CD006103	32878547
CD006103	32882607
CD006103	32894161
CD006103	32909252
CD006103	32915567
CD006103	32930354
CD006103	32931838
CD006103	32935187
CD006103	32948135
CD006103	32950561
CD006103	32953360
CD006103	32954498
CD006103	32959891
CD006103	32962440
CD006103	32963023
CD006103	32974850
CD006103	32979939
CD006103	32979940
CD006103	32982182
CD006103	32989244
CD006103	32991780
CD006103	32994263
CD006103	33006919
CD006103	33011186
CD006103	33013274
CD006103	33022302
CD006103	33022581
CD006103	33022824
CD006103	33023159
CD006103	33028555
CD006103	33038088
CD006103	33041151
CD006103	33048154
CD006103	33052400
CD006103	33052602
CD006103	33058788
CD006103	33063995
CD006103	33074245
CD006103	33082140
CD006103	33083939
CD006103	33085069
CD006103	33087835
CD006103	33103560
CD006103	33109433
CD006103	33117113
CD006103	3311748
CD006103	33117544
CD006103	33120248
CD006103	33123649
CD006103	33130925
CD006103	33150479
CD006103	33161296
CD006103	33164580
CD006103	33165201
CD006103	33166570
CD006103	33167836
CD006103	33176238
CD006103	33182055
CD006103	33191110
CD006103	33196189
CD006103	33197082
CD006103	33197106
CD006103	33203744
CD006103	33215455
CD006103	33216167
CD006103	33216635
CD006103	33224683
CD006103	33225508
CD006103	33225963
CD006103	33232540
CD006103	33242793
CD006103	33245983
CD006103	33249458
CD006103	3325062
CD006103	33251594
CD006103	33253222
CD006103	33260370
CD006103	33261221
CD006103	33262029
CD006103	33264122
CD006103	33269554
CD006103	33269756
CD006103	33285126
CD006103	33309557
CD006103	33309750
CD006103	33312238
CD006103	33324163
CD006103	33325696
CD006103	33326305
CD006103	33327728
CD006103	33329709
CD006103	33338247
CD006103	33339145
CD006103	33340207
CD006103	33352289
CD006103	33352448
CD006103	33354763
CD006103	33361363
CD006103	33372557
CD006103	33376502
CD006103	33397149
CD006103	33404734
CD006103	33409425
CD006103	33410214
CD006103	33414027
CD006103	33419372
CD006103	33434887
CD006103	33437983
CD006103	33441370
CD006103	33450135
CD006103	33463091
CD006103	33464342
CD006103	33479461
CD006103	33482275
CD006103	33484668
CD006103	33484669
CD006103	3349226
CD006103	33496352
CD006103	33497574
CD006103	33503469
CD006103	33506304
CD006103	33506493
CD006103	33515545
CD006103	33523678
CD006103	33526102
CD006103	33540354
CD006103	33541678
CD006103	33543440
CD006103	33543756
CD006103	33549729
CD006103	3355167
CD006103	33553795
CD006103	33561449
CD006103	33571924
CD006103	33573446
CD006103	33593748
CD006103	33595915
CD006103	33596270
CD006103	33597946
CD006103	33598912
CD006103	33602279
CD006103	33607168
CD006103	33613194
CD006103	33619197
CD006103	33638151
CD006103	33640489
CD006103	33640680
CD006103	3365562
CD006103	33657187
CD006103	33657437
CD006103	33668830
CD006103	33669933
CD006103	33671487
CD006103	33675765
CD006103	33679685
CD006103	33684450
CD006103	33690226
CD006103	33691518
CD006103	33704052
CD006103	33711021
CD006103	33713409
CD006103	33735227
CD006103	33739565
CD006103	33739684
CD006103	33751700
CD006103	33751845
CD006103	33752971
CD006103	33755421
CD006103	33768260
CD006103	33774093
CD006103	33780391
CD006103	33786606
CD006103	33788933
CD006103	33794354
CD006103	33796907
CD006103	33798686
CD006103	33798919
CD006103	33801301
CD006103	33811838
CD006103	33811859
CD006103	33819795
CD006103	33823404
CD006103	33831213
CD006103	33831460
CD006103	33837435
CD006103	33838245
CD006103	33838329
CD006103	33840773
CD006103	33851731
CD006103	33852814
CD006103	338576
CD006103	33860730
CD006103	33863988
CD006103	33878302
CD006103	33888006
CD006103	33888664
CD006103	33890460
CD006103	33895274
CD006103	33895349
CD006103	33901574
CD006103	33913154
CD006103	33916910
CD006103	33928103
CD006103	33940049
CD006103	33946328
CD006103	33952828
CD006103	33953275
CD006103	33957099
CD006103	33972592
CD006103	33975879
CD006103	33977560
CD006103	33984477
CD006103	3398972
CD006103	33995360
CD006103	34004208
CD006103	34008839
CD006103	34008858
CD006103	34017927
CD006103	34019915
CD006103	34022230
CD006103	34029565
CD006103	34034146
CD006103	34034964
CD006103	34035088
CD006103	34043311
CD006103	34051645
CD006103	34054001
CD006103	34060636
CD006103	34062053
CD006103	34062129
CD006103	34062591
CD006103	34065933
CD006103	34080890
CD006103	34080963
CD006103	34092296
CD006103	34095944
CD006103	34097947
CD006103	34109569
CD006103	34111447
CD006103	34112370
CD006103	34117073
CD006103	34119075
CD006103	34142837
CD006103	34142887
CD006103	34143396
CD006103	34144406
CD006103	34148230
CD006103	34149045
CD006103	34150010
CD006103	34153130
CD006103	34153408
CD006103	34161586
CD006103	34165800
CD006103	34170054
CD006103	34170194
CD006103	34170700
CD006103	34171104
CD006103	34171359
CD006103	34175784
CD006103	34177413
CD006103	34193682
CD006103	3419589
CD006103	34197844
CD006103	34202022
CD006103	34204595
CD006103	34204637
CD006103	34205249
CD006103	34205688
CD006103	34210714
CD006103	34213336
CD006103	34213884
CD006103	34215419
CD006103	34215484
CD006103	34216863
CD006103	34216871
CD006103	34228852
CD006103	34233362
CD006103	34242565
CD006103	34245815
CD006103	34248648
CD006103	34253876
CD006103	3426231
CD006103	34266725
CD006103	34271018
CD006103	34272336
CD006103	34274434
CD006103	34282533
CD006103	34292752
CD006103	34293334
CD006103	34298871
CD006103	34299169
CD006103	34306221
CD006103	34311185
CD006103	34313786
CD006103	34320519
CD006103	34324867
CD006103	34333049
CD006103	34337201
CD006103	34348130
CD006103	34354038
CD006103	34356823
CD006103	34358612
CD006103	34360698
CD006103	34363986
CD006103	34366251
CD006103	34374537
CD006103	34391588
CD006103	34392009
CD006103	34396763
CD006103	34396897
CD006103	34398235
CD006103	34416268
CD006103	34416269
